date,failure,Smart 194: Temperature_Celsius (Raw Value),Smart 1: Raw_Read_Error_Rate (Raw Value),Smart 12: Power_Cycle_Count (Raw Value),Smart 4: Start_Stop_Count (Raw Value),Smart 10: Spin_Retry_Count (Raw Value),Smart 192: Power-Off_Retract_Count (Raw Value),Smart 9: Power_On_Hours (Raw Value),Smart 7: Seek_Error_Rate (Raw Value),Smart 193: Load_Cycle_Count (Raw Value),Smart 3: Spin_Up_Time (Raw Value),Smart 11: Calibration_Retry_Count (Raw Value),Smart 200: Multi_Zone_Error_Rate (Raw Value),Smart 5: Reallocated_Sector_Ct (Raw Value),Smart 197: Current_Pending_Sector (Raw Value),Smart 198: Offline_Uncorrectable (Raw Value),Smart 199: UDMA_CRC_Error_Count (Raw Value),Smart 196: Reallocated_Event_Count (Raw Value),op_fail_30,op_fail_15,op_fail_1
2013-04-10,0,30,0,,,,,36480,,,,,,0,0,,,,False,False,False
2013-04-11,0,30,0,,,,,36504,,,,,,0,0,,,,False,False,False
2013-04-12,0,30,0,,,,,36527,,,,,,0,0,,,,False,False,False
2013-04-13,0,30,0,,,,,36551,,,,,,0,0,,,,False,False,False
2013-04-14,0,30,0,,,,,36575,,,,,,0,0,,,,False,False,False
2013-04-15,0,30,0,,,,,36598,,,,,,0,0,,,,False,False,False
2013-04-16,0,30,0,,,,,36622,,,,,,0,0,,,,False,False,False
2013-04-17,0,31,0,,,,,36645,,,,,,0,0,,,,False,False,False
2013-04-18,0,30,0,,,,,36669,,,,,,0,0,,,,False,False,False
2013-04-19,0,30,0,,,,,36693,,,,,,0,0,,,,False,False,False
2013-04-20,0,30,0,,,,,36716,,,,,,0,0,,,,False,False,False
2013-04-21,0,29,0,,,,,36740,,,,,,0,0,,,,False,False,False
2013-04-22,0,30,0,,,,,36764,,,,,,0,0,,,,False,False,False
2013-04-23,0,30,0,,,,,36787,,,,,,0,0,,,,False,False,False
2013-04-24,0,30,0,,,,,36811,,,,,,0,0,,,,False,False,False
2013-04-25,0,30,0,,,,,36835,,,,,,0,0,,,,False,False,False
2013-04-26,0,30,0,,,,,36858,,,,,,0,0,,,,False,False,False
2013-04-27,0,30,0,,,,,36882,,,,,,0,0,,,,False,False,False
2013-04-28,0,29,0,,,,,36906,,,,,,0,0,,,,False,False,False
2013-04-29,0,28,0,,,,,36929,,,,,,0,0,,,,False,False,False
2013-04-30,0,30,0,,,,,36953,,,,,,0,0,,,,False,False,False
2013-05-01,0,31,0,,,,,36976,,,,,,0,0,,,,False,False,False
2013-05-02,0,30,0,,,,,37000,,,,,,0,0,,,,False,False,False
2013-05-03,0,30,0,,,,,37024,,,,,,0,0,,,,False,False,False
2013-05-04,0,30,0,,,,,37047,,,,,,0,0,,,,False,False,False
2013-05-05,0,30,0,,,,,37071,,,,,,0,0,,,,False,False,False
2013-05-06,0,29,0,,,,,37094,,,,,,0,0,,,,False,False,False
2013-05-07,0,31,0,,,,,37118,,,,,,0,0,,,,False,False,False
2013-05-08,0,30,0,,,,,37142,,,,,,0,0,,,,False,False,False
2013-05-09,0,31,0,,,,,37165,,,,,,0,0,,,,False,False,False
2013-05-10,0,31,0,,,,,37189,,,,,,0,0,,,,False,False,False
